F_obs,F_crit_empirico,F_crit_teorico,p_teorico,var_apache,var_google,var_desc,C1_satisfeita,C2_satisfeita,H1_aceita,interpretacao
0.418954,2.944375,3.158843,0.659743,0.049762,0.084379,0.048400,False,False,False,"Falha em detectar diferença de variâncias. Sob poder de ~9% (v1.5), NÃO constitui evidência de equivalência entre arquétipos."
