JT,mu_jt_H0,var_jt_H0,z,p_unilateral,ordem_testada,status
638.000000,593.500000,5387.916667,0.606247,0.272175,google ≤ apache ≤ descentralizado,exploratório (§2 v1.3 rebaixou de confirmatório)
