JT,mu_jt_H0,var_jt_H0,z,p_unilateral,ordem_testada,status
189.000000,190.000000,991.666667,-0.031755,0.512666,google ≤ apache ≤ descentralizado,exploratório (§2 v1.3 rebaixou de confirmatório)
